Compound ID,InChIKey,SMILES,LogS
B-1273,YTKRILODNOEEPX-NSCUHMNNSA-N,C/C=C/CCl,-1.9569
B-1274,OTTZHAVKAVGASB-HWKANZROSA-N,CCCC\C=C\C,-3.816
B-1277,XWCDCDSDNJVCLO-UHFFFAOYSA-N,FCCl,-0.8202
B-1278,RVIXKDRPFPUUOO-UHFFFAOYSA-N,C[Se]C,-0.6502
B-1280,ORCCSQMJUGMAQU-UHFFFAOYSA-N,NC(=O)C(Br)(Br)Br,-1.2668
B-1282,UPQQXPKAYZYUKO-UHFFFAOYSA-N,NC(=O)C(Cl)(Cl)Cl,-1.0966
B-1283,OQOGEOLRYAOSKO-UHFFFAOYSA-N,CC(Cl)(Cl)[N+]([O-])=O,-1.7603
B-1284,RFZHJHSNHYIRNE-UHFFFAOYSA-N,CCC(C)(O)C(C)C,-0.8504
B-1285,DNYOTMDPSXBJRJ-UHFFFAOYSA-N,CCC(Cl)(Cl)[N+]([O-])=O,-1.4996
B-1286,YADISKICBOYXFS-UHFFFAOYSA-N,CCC(CO)(CO)[N+]([O-])=O,0.8264
B-1287,JJMOMMLADQPZNY-UHFFFAOYSA-N,CC(C)(CO)C=O,-0.3279
B-1288,UZHWBXUQTDSMGJ-UHFFFAOYSA-N,CC(O)(CCl)CCl,-0.1822
B-1292,IQXKGRKRIRMQCQ-UHFFFAOYSA-N,CCCC(C)(O)CCC,-1.5867
B-1294,VVHFXJOCUKBZFS-UHFFFAOYSA-N,CC1(CCl)CO1,-0.5504
B-1295,DVTKTUMRXCKEEG-UHFFFAOYSA-N,ClC(Br)CBr,-2.5546
B-1298,YUIKPESWSMJSMP-UHFFFAOYSA-N,NC(=O)C(Br)Br,-1.0574
B-1299,GRSQYISVQKPZCW-UHFFFAOYSA-N,CC(Cl)C(Cl)Cl,-1.8898
B-1300,GAWAYYRQGQZKCR-UHFFFAOYSA-N,CC(Cl)C(O)=O,0.9645
B-1302,LPIWIOBGUAPNQW-UHFFFAOYSA-N,CC(Cl)[N+]([O-])=O,-1.4374
B-1303,WBKWVLAHWVFXKM-UHFFFAOYSA-N,Cc1ccc(cc1)[S](=O)(=O)Oc2ccccc2C,-3.9417
B-1304,CGCJBAIEQANINV-UHFFFAOYSA-N,CCOC(OCC)C(Cl)(Cl)Cl,-1.6464
B-1305,XEKUXTMJEFPWCG-UHFFFAOYSA-N,CCC(Cl)[N+]([O-])=O,-1.1887
B-1307,UKFXDFUAPNAMPJ-UHFFFAOYSA-N,CCC(C(O)=O)C(O)=O,0.7315
B-1308,CUARLQDWYSRQDF-UHFFFAOYSA-N,[O-][N+](=O)c1ccc2CCc3cccc1c23,-5.3403
B-1309,RZMMKKHHNDGXPD-UHFFFAOYSA-N,OC(=O)c1c(Br)c(O)c(O)c(O)c1Br,-0.4188
B-1310,YYGJRRYSYLLCQH-UHFFFAOYSA-N,Cc1c(cc(c(O)c1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,-2.0434
B-1312,KFIRODWJCYBBHY-UHFFFAOYSA-N,OC(=O)c1cccc(c1C(O)=O)[N+]([O-])=O,-1.0214
B-1313,FYEHYMARPSSOBO-UHFFFAOYSA-N,Oc1ccc(cc1)C(c2ccc(O)cc2)=C3C=CC(=O)C=C3,-2.3837
B-1314,CGWFVEFHQWJOKI-UHFFFAOYSA-N,CCOC(=O)c1ccccc1C(=O)c2ccccc2,-3.4053
B-1315,GCDBEYOJCZLKMC-UHFFFAOYSA-N,Oc1ccc2C(=O)c3ccccc3C(=O)c2c1,-5.3093
B-1316,NQSMEZJWJJVYOI-UHFFFAOYSA-N,COC(=O)c1ccccc1C(=O)c2ccccc2,-3.4776
B-1317,COWHVSLHGUONGN-UHFFFAOYSA-N,[O-][N+](=O)c1cc2C(=O)NC(=O)Nc2c(c1)[N+]([O-])=O,-3.2057
B-1318,QYEMNJMSULGQRD-UHFFFAOYSA-N,CN1C(=O)C=Cc2ccccc12,-1.0466
B-1322,DSLZVSRJTYRBFB-YCAKELIYSA-N,O[C@H]([C@H](O)[C@H](O)C(O)=O)[C@H](O)C(O)=O,0.1999
B-1324,DBKKFIIYQGGHJO-UHFFFAOYSA-N,CCOC(=O)C(=O)C(=O)OCC,0.5117
B-1325,MHIHRIPETCJEMQ-UHFFFAOYSA-N,CCC(CO)[N+]([O-])=O,-0.3436
B-1326,LYPMXMBQPXPNIQ-UHFFFAOYSA-N,Oc1c(Cl)cc(Cl)cc1[N+]([O-])=O,-4.0876
B-1327,YOEUNKPREOJHBW-UHFFFAOYSA-N,OC(=O)c1cccc(C=O)c1O,-2.4423
B-1328,ZIIGSRYPZWDGBT-UHFFFAOYSA-N,OC(=O)c1ccc(cc1[N+]([O-])=O)[N+]([O-])=O,-1.0665
B-1329,KZNJSFHJUQDYHE-UHFFFAOYSA-N,Cc1cccc2cc3ccccc3cc12,-5.8541
B-1330,RNWGZXAHUPFXLL-UHFFFAOYSA-N,[O-][N+](=O)c1ccc2COC(=O)c2c1,-2.6511
B-1333,XMUZQOKACOLCSS-UHFFFAOYSA-N,OCc1ccccc1CO,0.0569
B-1334,MGMNPSAERQZUIM-UHFFFAOYSA-N,OCc1ccccc1C(O)=O,-1.5508
B-1335,PXWYZLWEKCMTEZ-UHFFFAOYSA-N,CCc1ccccc1[N+]([O-])=O,-2.7993
B-1336,BWRBVBFLFQKBPT-UHFFFAOYSA-N,OCc1ccccc1[N+]([O-])=O,-1.4861
B-1338,XBLVHTDFJBKJLG-UHFFFAOYSA-N,CCOC(=O)c1cccnc1,-0.4313
B-1341,CAUBWLYZCDDYEF-UHFFFAOYSA-N,CCOC(=O)N(C)N=O,-0.5528
B-1343,LRQKBLKVPFOOQJ-UHFFFAOYSA-N,CCCCC(N)C(O)=O,-1.0453
B-1345,VHVMXWZXFBOANQ-UHFFFAOYSA-N,CCC(O)C=C,0.0193
B-1348,VQDJODAWOFNASI-UHFFFAOYSA-N,CCCC(C(O)=O)C(O)=O,0.6803
B-1349,MBXIRNHACKAGPA-UHFFFAOYSA-N,Oc1cc(O)c(cc1[N+]([O-])=O)[N+]([O-])=O,-3.4086
B-1350,UTCFOFWMEPQCSR-UHFFFAOYSA-N,OC(=O)c1cc(C=O)ccc1O,-2.6354
B-1351,LAWHHRXCBUNWFI-UHFFFAOYSA-N,CCCCCC(C(O)=O)C(O)=O,0.5921
B-1352,RGRUUTLDBCWYBL-UHFFFAOYSA-N,CCCC(O)C(C)C,-1.3093
B-1357,SOKSKPNEBIDBOU-UHFFFAOYSA-N,CN(C)c1cccc(c1)[S](O)(=O)=O,0.2983
B-1358,NNTBDUTXMIMRKK-UHFFFAOYSA-M,[O-]C(=O)c1oc(Cl)cc1,-1.7188
B-1359,BGOFCVIGEYGEOF-UJPOAAIJSA-N,OC[C@H]1O[C@@H](Oc2ccccc2C=O)[C@H](O)[C@@H](O)[C@@H]1O,-1.1985
B-1360,OPVAJFQBSDUNQA-UHFFFAOYSA-M,Cc1ccc(cc1C)C([O-])=O,-3.0653
B-1361,CWNPOQFCIIFQDM-UHFFFAOYSA-N,OCc1cccc(c1)[N+]([O-])=O,-2.4142
B-1362,ADCUEPOHPCPMCE-UHFFFAOYSA-N,OC(=O)c1ccc(cc1)C#N,-2.0885
B-1363,JKTYGPATCNUWKN-UHFFFAOYSA-N,OCc1ccc(cc1)[N+]([O-])=O,-1.8841
B-1364,YDIYEOMDOWUDTJ-UHFFFAOYSA-N,CN(C)c1ccc(cc1)C(O)=O,-3.3979
B-1365,OKVJCVWFVRATSG-UHFFFAOYSA-N,OCc1cccc(O)c1,-0.2678
B-1366,XCTQPMCULSZKLT-UHFFFAOYSA-N,O=C(CC#N)Nc1ccccc1,-2.7275
B-1367,FVMDYYGIDFPZAX-UHFFFAOYSA-N,OC(=O)Cc1cccc(O)c1,0.8177
B-1368,OOHAUGDGCWURIT-UHFFFAOYSA-N,CCCCCN(CCCCC)CCCCC,-4.0326
B-1370,JLBJTVDPSNHSKJ-UHFFFAOYSA-N,Cc1ccc(C=C)cc1,-3.1232
B-1371,BVJSUAQZOZWCKN-UHFFFAOYSA-N,OCc1ccc(O)cc1,-1.2678
B-1373,KUCOHFSKRZZVRO-UHFFFAOYSA-N,O=Cc1ccc(C=O)cc1,-2.8265
B-1375,MLHOXUWWKVQEJB-UHFFFAOYSA-N,CC(COC(C)=O)OC(C)=O,-0.2046
B-1376,UVRXDBUBNLXONB-UHFFFAOYSA-N,CCOCCOC(=O)CCCCCCCCC(=O)OCCOCC,-3.1972
B-1377,CQMYCPZZIPXILQ-UHFFFAOYSA-N,CCOC(=O)CCCCCCCC(=O)OCC,-2.99
B-1379,LFMWZTSOMGDDJU-UHFFFAOYSA-N,Ic1ccc(I)cc1,-5.3723
B-1381,GYSCXPVAKHVAAY-UHFFFAOYSA-N,CCCCCCC(O)CC,-2.6608
B-1383,GBBZLMLLFVFKJM-UHFFFAOYSA-N,ICCI,-3.2196
B-1386,OVUWGANMOQIFHZ-UHFFFAOYSA-N,CCC(C)(C)NC(N)=O,-1.0142
B-1390,ZYVYEJXMYBUCMN-UHFFFAOYSA-N,COCC(C)C,-0.9007
B-1391,RMIODHQZRUFFFF-UHFFFAOYSA-N,COCC(O)=O,1.0454
B-1392,KIPMDPDAFINLIV-UHFFFAOYSA-N,OCC[N+]([O-])=O,1.0406
B-1397,ZEZJPIDPVXJEME-UHFFFAOYSA-N,OC1=CC(=O)C=CN1,-1.2498
B-1398,YWMLORGQOFONNT-UHFFFAOYSA-N,OCc1cccc(CO)c1,-0.2328
B-1401,ARRCKRNGGJHASO-UHFFFAOYSA-N,CC(C)CCOCC(O)COCCC(C)C,-1.3662
B-1402,UZNLHJCCGYKCIL-UHFFFAOYSA-N,CCOC(=O)CCCCC(O)=O,-0.3602
B-1404,YIYBQIKDCADOSF-ARJAWSKDSA-N,CC\C=C/C(O)=O,-0.2019
B-1406,JNTOKFNBDFMTIV-UHFFFAOYSA-N,CCCO[N+]([O-])=O,-1.5044
B-1407,RQFUZUMFPRMVDX-UHFFFAOYSA-N,OCCCBr,0.0093
B-1409,LAMUXTNQCICZQX-UHFFFAOYSA-N,OCCCCl,0.4223
B-1410,XTIGGAHUZJWQMD-UHFFFAOYSA-N,COCCCl,-0.0725
B-1411,ZDVJGWXFXGJSIU-UHFFFAOYSA-N,CC(C)CCC(C)O,-1.375
B-1412,AIOHBDYXYKMBIF-UHFFFAOYSA-N,CC(C)CCOCC(O)CO,-1.2101
B-1413,UDSFAEKRVUSQDD-UHFFFAOYSA-N,COC(=O)CCCCC(=O)OC,-1.4629
B-1417,DSVGICPKBRQDDX-UHFFFAOYSA-N,CC(=O)OCCCOC(C)=O,-0.2046
B-1426,YDLYQMBWCWFRAI-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,-8.4746
B-1429,SIEILFNCEFEENQ-UHFFFAOYSA-N,OC(=O)C(Br)Br,0.9861
B-1430,JVYKJZPZFIUYAB-UHFFFAOYSA-N,Cc1cc(N[S](=O)(=O)c2ccc(N)cc2)sn1,-1.0762
B-1433,WZHHYIOUKQNLQM-UHFFFAOYSA-N,OC(=O)c1c(Cl)c(Cl)c(Cl)c(Cl)c1C(O)=O,-1.9264
B-1435,HSSLDCABUXLXKM-UHFFFAOYSA-N,Oc1ccc2N=C3C=CC(=O)C=C3Oc2c1,-1.0277
B-1440,NMEZJSDUZQOPFE-UHFFFAOYSA-N,OC(=O)C1=CCCCC1,-1.2558
B-1442,IJMWOMHMDSDKGK-UHFFFAOYSA-N,CCC(=O)OC(C)C,-1.2906
B-1444,NUMQCACRALPSHD-UHFFFAOYSA-N,CCOC(C)(C)C,-0.9302
B-1446,UJQLDFMZDSDZEY-UHFFFAOYSA-N,CC(=O)NC(=O)NC(C)=O,-0.3137
B-1447,SZHOJFHSIKHZHA-UHFFFAOYSA-N,CCCCCCCCCCCCC(O)=O,-3.8126
B-1449,FVTWJXMFYOXOKK-UHFFFAOYSA-N,NC(=O)CF,1.1132
B-1450,GHCZAUBVMUEKKP-GYPHWSFCSA-N,C[C@H](CCC(=O)NCC(O)=O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,-5.1546
B-1451,PDAVOLCVHOKLEO-UHFFFAOYSA-N,CC(=O)OOC(=O)c1ccccc1,-2.4502
B-1452,KLSLBUSXWBJMEC-UHFFFAOYSA-N,CCCc1ccc(O)cc1,-2.0276
B-1454,MASBWURJQFFLOO-UHFFFAOYSA-N,NC1=NC(=O)N=C(N)N1,-3.2291
B-1456,WNXJIVFYUVYPPR-UHFFFAOYSA-N,C1COCO1,1.1303
B-1457,JJMDCOVWQOJGCB-UHFFFAOYSA-N,NCCCCC(O)=O,0.9313
B-1458,UKAUYVFTDYCKQA-VKHMYHEASA-N,N[C@@H](CCO)C(O)=O,0.924
B-1459,HKAMKLBXTLTVCN-UHFFFAOYSA-N,CCNc1nc(NCC)nc(OC)n1,-1.7898
B-1460,GNOIPBMMFNIUFM-UHFFFAOYSA-N,CN(C)[P](=O)(N(C)C)N(C)C,0.7467
B-1461,OICGFSUWXCJLCO-UHFFFAOYSA-N,CCS[S](=O)(=O)CC,-1.109
B-1462,RJGHQTVXGKYATR-UHFFFAOYSA-L,CCCC[Sn](Cl)(Cl)CCCC,-3.5188
B-1463,RJMDFMUPJANPGX-UHFFFAOYSA-N,ClC(Br)C(Cl)Br,-2.5644
B-1464,WCGGWVOVFQNRRS-UHFFFAOYSA-N,NC(=O)C(Cl)Cl,-0.2558
B-1466,HFLAZFSCYHSMQS-LXGUWJNJSA-N,CCOC(=O)N[C@@H](C=O)[C@@H](O)[C@H](O)[C@H](O)CO,0.1139
B-1467,WFYPICNXBKQZGB-UHFFFAOYSA-N,C=CC#C,-1.4648
B-1473,BDOLQESNFGCNSC-UHFFFAOYSA-N,O=[I](=O)c1ccccc1,-1.8416
B-1474,FBGJJTQNZVNEQU-UHFFFAOYSA-N,CNc1cccc(C)c1,-2.05
B-1476,XTCHLXABLZQNNN-UHFFFAOYSA-N,CCc1cc(C)cc(O)c1,-1.7696
B-1478,UWWUXWWWOUNMKW-UHFFFAOYSA-N,O=C1N=CNc2nccnc12,-1.4716
B-1479,HYCZDWGCJOEHBO-UHFFFAOYSA-N,Nc1ncc2nccnc2n1,-2.2979
B-1480,DMZRCHJVWAKCAX-UHFFFAOYSA-N,ClC1=C(Cl)C(Cl)(Cl)C(Cl)(Cl)C1(Cl)Cl,-6.5362
B-1482,HQEMUQNZGCZHHN-UHFFFAOYSA-N,NC(=S)Nc1cccc(c1)[N+]([O-])=O,-1.4499
B-1486,HYVWIQDYBVKITD-UHFFFAOYSA-N,CN(C)[S](=O)(=O)N(SC(F)(Cl)Cl)c1ccc(C)cc1,-5.5864
B-1488,PFEFOYRSMXVNEL-UHFFFAOYSA-N,CC(C)(C)c1cc(c(O)c(c1)C(C)(C)C)C(C)(C)C,-3.875
B-1490,PKKGKUDPKRTKLJ-UHFFFAOYSA-L,C[Sn](C)(Cl)Cl,-1.0407
B-1492,DAJYZXUXDOSMCG-UHFFFAOYSA-N,CCO[P](=O)(OCC)O[P](=O)(OCC)O[P](=O)(OCC)O[P](=O)(OCC)OCC,0.2956
B-1495,YSFZWUJOBANROZ-UHFFFAOYSA-N,CCCCCCCC(C(O)=O)C(O)=O,-2.0411
B-1496,QJGNSTCICFBACB-UHFFFAOYSA-N,CCCCCCCCC(C(O)=O)C(O)=O,-2.92
B-1498,VEZJSKSPVQQGIS-UHFFFAOYSA-N,FCCCl,-0.5291
B-1501,DZPCYXCBXGQBRN-UHFFFAOYSA-N,CC(C)=CC=C(C)C,-3.537
B-1503,IWYRWIUNAVNFPE-UHFFFAOYSA-N,O=CC1CO1,1.1423
B-1505,IDQNBVFPZMCDDN-UHFFFAOYSA-N,Cc1cc(C)nc(N)n1,-0.4884
B-1506,POTIYWUALSJREP-BDAKNGLRSA-N,C1CC[C@@H]2NCCC[C@H]2C1,-1.0831
B-1508,XXPBFNVKTVJZKF-UHFFFAOYSA-N,C1Cc2ccccc2c3ccccc13,-4.6347
B-1509,GRRIYLZJLGTQJX-UHFFFAOYSA-N,O=C(NNC(=O)c1ccccc1)c2ccccc2,-1.5883
B-1511,IHPUVAUZMHQZSK-UHFFFAOYSA-N,CCCO[P](=O)(OCC)OCC,0.4063
B-1512,MNZAKDODWSQONA-UHFFFAOYSA-N,CCCC[P](=O)(CCCC)CCCC,-0.5932
B-1513,OUWSNHWQZPEFEX-UHFFFAOYSA-N,CCOC(=O)CCCC(=O)OCC,-1.3297
B-1517,AFSYRVDDZGJTIL-UHFFFAOYSA-N,CC(O)CCOCCC(C)O,0.7899
B-1518,HQHCYKULIHKCEB-UHFFFAOYSA-N,OC(=O)CCCCCCCCCCCCC(O)=O,-3.1112
B-1519,SMYRHRFGKYUCFB-UHFFFAOYSA-N,CC(C)C1OCCO1,-0.0651
B-1520,FOEMIZSFFWGXHX-UHFFFAOYSA-N,CSc1ncccn1,-0.402
B-1521,PHMNXPYGVPEQSJ-UHFFFAOYSA-N,CC1CC(OC(C)O1)OC(C)=O,0.759
B-1523,LFHHOHMIVKIHMG-UHFFFAOYSA-N,CN1C(=O)N(C)c2nc(C)n(C)c2C1=O,-1.4493
B-1524,SKAWDTAMLOJQNK-LBPRGKRZSA-N,CCOC(=O)[C@H](Cc1ccc(O)cc1)NC(C)=O,-1.8586
B-1526,FBMDQVBGIYSDTI-UHFFFAOYSA-N,COCCCNc1nc(NCCCOC)nc(SC)n1,-3.4792
B-1530,RVAQSYWDOSHWGP-UHFFFAOYSA-N,CCO[P](=O)(OCC)C(Cl)(Cl)Cl,-1.7541
B-1532,TXECTBGVEUDNSL-UHFFFAOYSA-N,CC(=O)OC(OC(C)=O)C=C,-1.2449
B-1533,WNYIBZHOMJZDKN-UHFFFAOYSA-N,CC(=O)NCCNC(C)=O,0.6755
B-1536,VEDDBHYQWFOITD-UHFFFAOYSA-N,OCc1ccc(Br)cc1,-1.9295
B-1537,PTHGDVCPCZKZKR-UHFFFAOYSA-N,OCc1ccc(Cl)cc1,-1.7561
B-1539,ZLKYBXDNXFQYDL-UHFFFAOYSA-N,CCOc1nc(OCC)nc(OCC)n1,-1.4838
B-1540,PIHGQKMEAMSUNA-UHFFFAOYSA-N,[O-][N+](=O)c1ccc2c3ccccc3c4cccc1c24,-7.1031
B-1541,GLFJCEVWKWQSJP-ISFNZQQKSA-N,CN(C)[C@H]1[C@@H]2[C@@H](O)[C@@H]3C(=C)c4cccc(O)c4C(=C3C(=O)[C@]2(O)C(=O)\C(=C(N)/O)C1=O)O,-1.768
B-1542,GDTZUQIYUMGJRT-UHFFFAOYSA-N,COCCNC(=O)CS[P](=S)(OC)OC,-1.1356
B-1543,WEBQKRLKWNIYKK-UHFFFAOYSA-N,CCSCCS[P](=O)(OC)OC,-1.8438
B-1545,YBAXNZSTHONUAE-UHFFFAOYSA-N,CC(C(O)=O)C(C)(C)CCC(O)=O,-1.5265
B-1546,CNCOEDDPFOAUMB-UHFFFAOYSA-N,OCNC(=O)C=C,0.8101
B-1547,AIWAFUBJIYAIGI-UHFFFAOYSA-N,CCCC(=O)NCCNC(=O)CCC,-0.6222
B-1549,QQHZPQUHCAKSOL-UHFFFAOYSA-N,CCCCO[N+]([O-])=O,-2.0268
B-1551,WNYADZVDBIBLJJ-UHFFFAOYSA-N,O=NN1CCCC1,0.9995
B-1552,UZMVSVHUTOAPTD-UHFFFAOYSA-N,O=NN1CCCCCC1,-1.0006
B-1556,GVYVHZKTSVDMNT-UHFFFAOYSA-N,O=[S]1(=O)NCc2ccccc12,-1.5208
B-1558,NGXUJKBJBFLCAR-UHFFFAOYSA-N,CN(Cc1ccccc1)N=O,-1.5224
B-1559,CSMSWYXPXRIHBY-UHFFFAOYSA-N,BrC1=CC(=O)Oc2ccccc12,-1.6533
B-1560,FUUHMSUPRUNWRQ-UHFFFAOYSA-N,COc1cc(Cl)c(Cl)c(Cl)c1Cl,-5.2605
B-1561,SFTDDFBJWUWKMN-UHFFFAOYSA-N,Cc1ccc(OCC(O)=O)cc1,-2.1414
B-1563,NCYHCGGUQGDEQW-UHFFFAOYSA-N,COc1c(Cl)c(Cl)c(Cl)c(Cl)c1OC,-5.2394
B-1564,ILBONRFSLATCRE-UHFFFAOYSA-N,CCO[P](=O)(OCC)N=C1SCCS1,-2.5941
B-1566,LTQSAUHRSCMPLD-UHFFFAOYSA-N,CCO[P](=O)(OCC)N=C1SCC(C)S1,-3.6744
B-1569,HCFSGRMEEXUOSS-UHFFFAOYSA-N,CC(=O)C1(C)CCC2C3C=C(C)C4=CC(=O)CCC4(C)C3CCC12C,-5.2721
B-1570,YACKEPLHDIMKIO-UHFFFAOYSA-N,C[P](O)(O)=O,-0.6813
B-1571,VMOWKUTXPNPTEN-UHFFFAOYSA-N,CC(C)N(C)C,1.0597
B-1572,PMCOPORTQICYLN-UHFFFAOYSA-N,CCOC(=O)CO[N+]([O-])=O,-1.7111
B-1573,ORKAHUKYJCNDDI-UHFFFAOYSA-N,CCOC(=O)CNC(=O)OCC,-0.2435
B-1574,GWZMWHWAWHPNHN-UHFFFAOYSA-N,CC(O)COC(=O)C=C,0.8856
B-1575,VGGLHLAESQEWCR-UHFFFAOYSA-N,NC(=O)NCO,-0.3463
B-1576,HSNWZBCBUUSSQD-UHFFFAOYSA-N,CCCCCO[N+]([O-])=O,-2.568
B-1577,OXMIDRBAFOEOQT-UHFFFAOYSA-N,CC1CCC(C)O1,0.0723
B-1578,IWYYIZOHWPCALJ-UHFFFAOYSA-N,Cc1cc[n+]([O-])cc1,0.9621
B-1579,DMGGLIWGZFZLIY-UHFFFAOYSA-N,CC1=CC=C[NH++]([O-])[CH-]1,0.9621
B-1580,IVENSCMCQBJAKW-UHFFFAOYSA-N,CCNc1nc(N)nc(Cl)n1,-2.4135
B-1581,WULPUQZASCZTPO-UHFFFAOYSA-N,O=C1CCCCCCCCCN1,-1.8862
B-1582,HCRWJJJUKUVORR-UHFFFAOYSA-N,CNc1nc(NC(C)C)nc(SC)n1,-2.5656
B-1583,CPRWWXKLQNLTSZ-UHFFFAOYSA-N,CCCCn1cnc2N(C)C(=O)N(C)C(=O)c12,-1.8069
B-1585,ZXFXBSWRVIQKOD-UHFFFAOYSA-N,ClC1C2OC2C3C1C4(Cl)C(=C(Cl)C3(Cl)C4(Cl)Cl)Cl,-6.2893
B-1586,BABJTMNVJXLAEX-UHFFFAOYSA-N,CN(C)[P](=O)(N(C)C)n1nc(nc1N)c2ccccc2,-3.0709
B-1587,BUBMNUKMCHTIRR-UHFFFAOYSA-N,OC(=O)CNc1c(cc(cc1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,-2.3922
B-1588,NRPKURNSADTHLJ-UHFFFAOYSA-N,CCCCCCCCOC(=O)c1cc(O)c(O)c(O)c1,-3.8945
B-1589,XCLIHDJZGPCUBT-UHFFFAOYSA-N,C[Si](C)(O)O,1.0354
B-1590,JJLKTTCRRLHVGL-UHFFFAOYSA-L,CCCC[Sn++]CCCC.CC([O-])=O.CC([O-])=O,-4.7672
B-1591,XDDAORKBJWWYJS-UHFFFAOYSA-N,OC(=O)CNC[P](O)(O)=O,-1.2069
B-1592,BIGYLAKFCGVRAN-UHFFFAOYSA-N,S=C1NNC(=S)S1,-0.7552
B-1594,PAIIFXHEHLRVNC-UHFFFAOYSA-N,Oc1cnn(c1)c2ccccc2,-1.9616
B-1595,LBNXAWYDQUGHGX-UHFFFAOYSA-N,CCCCCCCc1ccccc1,-5.5959
B-1598,WURGXGVFSMYFCG-UHFFFAOYSA-N,CN(C)[S](=O)(=O)N(SC(F)(Cl)Cl)c1ccccc1,-5.4088
B-1599,PHEOVVDXTQVHAZ-UHFFFAOYSA-N,CC(C)(C)C(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC12C,-4.5835
B-1600,PZXOQEXFMJCDPG-UHFFFAOYSA-N,CNC(=O)CS[P](=O)(OC)OC,0.6712
B-1602,XUYPXLNMDZIRQH-ZCFIWIBFSA-M,CSCC[C@@H](NC(C)=O)C([O-])=O,-0.3216
B-1603,RDFMDVXONNIGBC-UHFFFAOYSA-N,CCCCCC(N)C(O)=O,-0.94
B-1604,YFCDLVPYFMHRQZ-UHFFFAOYSA-N,OCCN(CCO)N=O,0.8724
B-1605,XTAZYLNFDRKIHJ-UHFFFAOYSA-N,CCCCCCCCN(CCCCCCCC)CCCCCCCC,-6.8496
B-1607,PFEAZKFNWPIFCV-UHFFFAOYSA-N,C[Si](C)(O)O[Si](C)(C)O,-0.1796
B-1608,XTDYIOOONNVFMA-UHFFFAOYSA-N,COC(=O)CCCC(=O)OC,-0.4337
B-1610,AMSFEMSYKQQCHL-UHFFFAOYSA-N,CCCCC#CC,-2.7695
B-1612,MNDSSKADVGDFDF-UHFFFAOYSA-N,Cc1cc(C)c(C)cn1,-0.7824
B-1613,VHYFNPMBLIVWCW-UHFFFAOYSA-O,CN(C)c1cc[nH+]cc1,-0.2062
B-1614,SFSXNVBMAODLGN-UHFFFAOYSA-N,CCc1cccc(C)n1,-0.8234
B-1615,BPOVRAAUERBWFK-UHFFFAOYSA-N,OC(=O)C1(O)CCCCC1,-0.3328
B-1616,VWYKSJIPZHRLNO-UHFFFAOYSA-N,Cc1cc(Cl)cc(C)c1O,-1.6763
B-1619,FHEHIXJLCWUPCZ-UHFFFAOYSA-N,Oc1ccc(CC=C)cc1O,-0.7787
B-1621,OAHMVZYHIJQTQC-UHFFFAOYSA-N,Oc1ccc(cc1)C2CCCCC2,-3.468
B-1626,PMTSPAGBAFCORP-DGORKHCUSA-N,COC1[C@H](O)C(C)O[C@H](O[C@H]2CC[C@@]3(C=O)[C@H](CCC4C3CC[C@]5(C)[C@H](CC[C@]45O)C6=CC(=O)OC6)C2)C1O,-3.1373
B-1628,KJXMXCRSMLOXBM-UHFFFAOYSA-N,CCC(C(CC)C(O)=O)C(O)=O,-0.8608
B-1629,YYLQUHNPNCGKJQ-NHYDCYSISA-N,N[C@@H]([C@@H](O)C(O)=O)C(O)=O,-0.8271
B-1630,UWHSPZZUAYSGTB-UHFFFAOYSA-N,CCN(CC)C(=O)N(CC)CC,-0.6341
B-1631,WXNXCEHXYPACJF-ZETCQYMHSA-N,CC(C)C[C@H](NC(C)=O)C(O)=O,-1.3301
B-1633,CLFRCXCBWIQVRN-UHFFFAOYSA-N,Oc1ccc(O)c(C=O)c1,-1.0004
B-1637,UAQVHNZEONHPQG-UHFFFAOYSA-N,CC(NC(=O)c1ccccc1)C(O)=O,-1.6839
B-1638,XTKVNQKOTKPCKM-UHFFFAOYSA-N,COC(=O)CNC(=O)c1ccccc1,-1.0556
B-1639,QXBUYALKJGBACG-UHFFFAOYSA-N,CN1c2ccccc2Sc3ccccc13,-5.5934
B-1642,ONKNPOPIGWHAQC-UHFFFAOYSA-N,CC1COCc2cc3c(cc12)C(C)(C)C(C)C3(C)C,-5.1693
B-1644,CGSLYBDCEGBZCG-UHFFFAOYSA-N,CCCCC(CC)CO[P](=O)(Oc1ccccc1)Oc2ccccc2,-5.2804
B-1645,QATHNKNPUVVKHK-UHFFFAOYSA-N,CN1N(C(=O)C(=C1C)CC2=C(C)N(C)N(C2=O)c3ccccc3)c4ccccc4,-2.9549
B-1646,DGQLVPJVXFOQEV-NGOCYOHBSA-N,Cc1c(C(O)=O)c(O)cc2C(=O)c3c(O)c(O)c([C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)c(O)c3C(=O)c12,-2.5784
